age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pdays_was_999,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
44,1,6,1,-2.9,92.201,-31.4,0.861,5076.2,0,admin.,single,university.degree,no,no,no,cellular,aug,mon,success,1
28,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,nonexistent,0
54,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,1,housemaid,married,high.school,no,yes,yes,cellular,apr,thu,failure,0
31,7,999,0,1.4,93.444,-36.1,4.963,5228.1,1,admin.,single,university.degree,no,yes,no,cellular,aug,mon,nonexistent,0
34,5,999,0,1.4,93.918,-42.7,4.961,5228.1,1,technician,divorced,professional.course,no,no,no,cellular,jul,tue,nonexistent,0
26,1,999,0,1.4,94.465,-41.8,4.96,5228.1,1,admin.,married,high.school,no,no,yes,telephone,jun,mon,nonexistent,0
37,1,999,2,-1.7,94.055,-39.8,0.748,4991.6,1,technician,single,university.degree,no,yes,no,cellular,jun,fri,failure,1
36,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,nonexistent,0
44,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,tue,nonexistent,0
33,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,1,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,nonexistent,1
46,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,1,self-employed,divorced,basic.9y,no,yes,yes,cellular,apr,thu,nonexistent,0
51,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1,management,married,university.degree,unknown,no,no,cellular,jul,mon,nonexistent,0
20,2,999,0,1.1,93.994,-36.4,4.855,5191.0,1,entrepreneur,single,high.school,no,no,no,telephone,may,fri,nonexistent,0
74,5,999,0,-1.8,93.749,-34.6,0.643,5008.7,1,retired,married,basic.4y,no,no,no,telephone,apr,mon,nonexistent,1
56,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,housemaid,divorced,basic.4y,unknown,yes,no,cellular,jul,mon,nonexistent,0
27,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,admin.,single,high.school,no,no,no,cellular,jul,tue,nonexistent,0
26,2,999,0,1.1,93.994,-36.4,4.855,5191.0,1,technician,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
35,4,999,0,1.4,93.444,-36.1,4.966,5228.1,1,admin.,single,university.degree,no,yes,no,cellular,aug,fri,nonexistent,0
59,4,999,1,-1.7,94.055,-39.8,0.742,4991.6,1,technician,married,professional.course,no,no,no,cellular,jun,thu,failure,1
37,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,technician,married,university.degree,unknown,yes,no,telephone,may,mon,nonexistent,0
49,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,services,divorced,high.school,unknown,no,yes,telephone,may,fri,nonexistent,0
32,1,999,1,-2.9,92.963,-40.8,1.266,5076.2,1,admin.,married,university.degree,no,yes,no,cellular,jun,mon,failure,1
40,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,admin.,married,university.degree,unknown,no,no,cellular,nov,wed,nonexistent,0
42,1,999,0,1.4,94.465,-41.8,4.958,5228.1,1,blue-collar,married,basic.6y,no,yes,no,telephone,jun,thu,nonexistent,0
50,1,999,0,1.4,94.465,-41.8,4.864,5228.1,1,admin.,married,high.school,no,no,no,telephone,jun,wed,nonexistent,0
33,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,nonexistent,0
41,7,999,0,1.1,93.994,-36.4,4.86,5191.0,1,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,nonexistent,0
53,4,999,0,1.4,93.918,-42.7,4.962,5228.1,1,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,nonexistent,0
51,1,999,0,1.4,94.465,-41.8,4.865,5228.1,1,services,married,high.school,no,no,yes,telephone,jun,mon,nonexistent,0
27,1,999,0,1.4,93.918,-42.7,4.958,5228.1,1,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,nonexistent,0
56,1,999,0,1.1,93.994,-36.4,4.864,5191.0,1,technician,married,basic.4y,unknown,no,no,telephone,may,fri,nonexistent,0
48,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,services,single,high.school,unknown,yes,yes,telephone,may,fri,nonexistent,0
27,4,999,0,-1.8,93.369,-34.8,0.635,5008.7,1,admin.,single,university.degree,no,no,no,cellular,mar,tue,nonexistent,1
73,1,999,1,-1.8,92.843,-50.0,1.687,5099.1,1,retired,married,university.degree,no,yes,no,cellular,mar,tue,failure,0
41,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,management,married,unknown,no,no,no,telephone,may,tue,nonexistent,0
57,5,999,0,-1.8,92.893,-46.2,1.281,5099.1,1,blue-collar,married,basic.6y,unknown,no,no,cellular,may,wed,nonexistent,0
48,2,999,0,-1.8,93.075,-47.1,1.466,5099.1,1,admin.,single,high.school,no,no,no,cellular,apr,mon,nonexistent,0
60,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,retired,divorced,university.degree,unknown,yes,no,telephone,may,tue,nonexistent,0
48,2,999,0,1.4,93.444,-36.1,4.967,5228.1,1,admin.,married,high.school,no,yes,no,cellular,aug,wed,nonexistent,0
32,2,999,0,1.1,93.994,-36.4,4.859,5191.0,1,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,nonexistent,0
29,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,technician,single,high.school,unknown,yes,no,cellular,aug,wed,nonexistent,0
35,19,999,0,1.1,93.994,-36.4,4.858,5191.0,1,admin.,married,high.school,no,no,no,telephone,may,wed,nonexistent,0
31,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,management,single,high.school,no,no,no,cellular,may,wed,nonexistent,0
45,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1,unemployed,married,university.degree,no,yes,no,telephone,jul,mon,nonexistent,0
33,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,tue,nonexistent,0
33,2,999,1,-0.1,93.2,-42.0,4.021,5195.8,1,admin.,married,university.degree,no,yes,no,cellular,nov,fri,failure,0
55,1,999,0,-3.4,92.431,-26.9,0.722,5017.5,1,retired,married,basic.4y,no,yes,no,cellular,oct,thu,nonexistent,1
44,11,999,0,1.4,93.918,-42.7,4.961,5228.1,1,blue-collar,married,professional.course,unknown,no,no,cellular,jul,tue,nonexistent,0
38,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,entrepreneur,married,basic.4y,no,yes,yes,cellular,nov,tue,nonexistent,0
45,1,999,0,1.4,94.465,-41.8,4.866,5228.1,1,blue-collar,married,unknown,unknown,no,no,telephone,jun,thu,nonexistent,0
45,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,nonexistent,0
55,1,999,0,-3.4,92.649,-30.1,0.716,5017.5,1,management,married,university.degree,no,yes,no,cellular,nov,tue,nonexistent,0
54,7,999,0,-1.8,92.893,-46.2,1.313,5099.1,1,technician,married,university.degree,unknown,no,no,cellular,may,fri,nonexistent,0
59,1,999,0,1.4,93.444,-36.1,4.964,5228.1,1,management,married,university.degree,no,yes,no,cellular,aug,wed,nonexistent,0
50,13,999,0,1.4,93.444,-36.1,4.965,5228.1,1,services,married,high.school,unknown,no,no,cellular,aug,tue,nonexistent,0
49,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,admin.,married,university.degree,no,yes,no,telephone,may,mon,nonexistent,0
27,1,999,0,1.4,94.465,-41.8,4.958,5228.1,1,student,single,university.degree,no,no,yes,telephone,jun,thu,nonexistent,0
76,1,999,0,-3.4,92.379,-29.8,0.788,5017.5,1,retired,divorced,basic.4y,no,no,no,cellular,sep,tue,nonexistent,0
29,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,admin.,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,0
40,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,technician,married,professional.course,no,yes,no,cellular,may,mon,nonexistent,0
73,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,retired,married,basic.4y,no,yes,yes,cellular,apr,mon,nonexistent,0
33,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1,management,married,high.school,unknown,no,no,telephone,may,thu,nonexistent,0
55,2,999,0,1.1,93.994,-36.4,4.858,5191.0,1,technician,married,basic.9y,unknown,yes,no,telephone,may,wed,nonexistent,1
55,1,999,0,-1.8,92.893,-46.2,1.264,5099.1,1,unemployed,married,basic.9y,no,no,yes,cellular,may,mon,nonexistent,1
45,1,999,0,1.4,94.465,-41.8,4.865,5228.1,1,technician,single,professional.course,no,no,no,telephone,jun,mon,nonexistent,0
45,6,999,0,1.1,93.994,-36.4,4.857,5191.0,1,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,nonexistent,1
20,1,999,1,-2.9,92.201,-31.4,0.859,5076.2,1,student,single,high.school,no,yes,no,cellular,aug,tue,failure,1
59,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,retired,divorced,basic.4y,unknown,no,no,telephone,may,tue,nonexistent,0
39,2,999,0,1.4,93.918,-42.7,4.968,5228.1,1,services,married,high.school,no,yes,no,cellular,jul,thu,nonexistent,0
38,2,999,0,1.4,93.444,-36.1,4.968,5228.1,1,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,nonexistent,0
58,3,999,0,1.4,94.465,-41.8,4.967,5228.1,1,technician,divorced,basic.9y,no,no,no,telephone,jun,fri,nonexistent,0
26,15,999,0,1.4,94.465,-41.8,4.864,5228.1,1,unknown,single,high.school,unknown,yes,yes,telephone,jun,wed,nonexistent,1
38,1,999,0,-3.4,92.379,-29.8,0.819,5017.5,1,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,nonexistent,0
72,1,999,0,-1.8,93.075,-47.1,1.453,5099.1,1,retired,married,basic.4y,no,no,no,telephone,apr,tue,nonexistent,0
30,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1,technician,married,professional.course,no,yes,no,telephone,may,wed,nonexistent,0
35,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,technician,married,high.school,no,unknown,unknown,cellular,aug,fri,nonexistent,0
42,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1,technician,married,high.school,no,yes,no,cellular,aug,mon,nonexistent,0
41,2,999,0,1.1,93.994,-36.4,4.855,5191.0,1,admin.,married,high.school,no,yes,yes,telephone,may,thu,nonexistent,0
24,5,999,3,-1.1,94.199,-37.5,0.878,4963.6,1,technician,single,professional.course,no,yes,no,cellular,sep,fri,failure,1
44,2,999,0,1.4,94.465,-41.8,4.959,5228.1,1,retired,single,basic.4y,no,yes,yes,telephone,jun,fri,nonexistent,0
38,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,admin.,married,high.school,no,yes,yes,cellular,apr,thu,nonexistent,1
49,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,1,management,married,university.degree,no,yes,no,cellular,apr,thu,nonexistent,0
47,4,999,1,-1.8,92.893,-46.2,1.344,5099.1,1,blue-collar,single,basic.4y,unknown,no,no,cellular,may,tue,failure,0
36,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,1,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,nonexistent,0
39,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,admin.,married,university.degree,no,no,no,cellular,may,fri,nonexistent,0
40,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,admin.,divorced,professional.course,no,yes,yes,cellular,aug,fri,nonexistent,0
50,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,nonexistent,0
53,1,999,0,1.4,93.444,-36.1,4.97,5228.1,1,services,married,basic.9y,unknown,yes,no,cellular,aug,mon,nonexistent,0
42,1,13,1,-2.9,92.201,-31.4,0.869,5076.2,0,management,married,university.degree,no,yes,no,cellular,aug,fri,success,1
33,5,999,0,1.4,93.444,-36.1,4.963,5228.1,1,admin.,married,university.degree,no,no,no,cellular,aug,fri,nonexistent,0
47,16,999,0,1.4,93.918,-42.7,4.961,5228.1,1,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,nonexistent,0
32,2,999,0,1.1,93.994,-36.4,4.858,5191.0,1,services,married,high.school,no,yes,yes,telephone,may,wed,nonexistent,0
35,7,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,admin.,married,university.degree,no,no,yes,cellular,may,thu,nonexistent,0
28,2,999,0,1.1,93.994,-36.4,4.855,5191.0,1,student,married,university.degree,no,no,yes,telephone,may,thu,nonexistent,0
29,3,999,0,1.1,93.994,-36.4,4.864,5191.0,1,technician,married,professional.course,no,no,no,telephone,may,fri,nonexistent,1
42,3,999,0,1.4,93.444,-36.1,4.966,5228.1,1,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,0
52,3,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,mon,nonexistent,0
27,5,999,0,1.4,93.918,-42.7,4.961,5228.1,1,admin.,single,professional.course,no,no,no,cellular,jul,tue,nonexistent,1
53,2,999,0,1.4,93.918,-42.7,4.955,5228.1,1,services,married,basic.9y,no,yes,no,telephone,jul,tue,nonexistent,0
33,3,999,0,1.1,93.994,-36.4,4.859,5191.0,1,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,nonexistent,0
26,1,999,1,-3.4,92.649,-30.1,0.719,5017.5,1,admin.,married,high.school,no,no,yes,cellular,nov,wed,failure,0
31,4,999,0,1.4,93.444,-36.1,4.964,5228.1,1,admin.,single,university.degree,no,no,no,cellular,aug,wed,nonexistent,0
40,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,1,management,married,basic.6y,no,yes,no,cellular,apr,thu,nonexistent,0
41,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,blue-collar,married,high.school,no,no,no,cellular,apr,mon,nonexistent,0
23,3,999,1,-1.1,94.199,-37.5,0.879,4963.6,1,admin.,single,university.degree,no,no,no,cellular,sep,thu,failure,1
35,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,admin.,single,basic.6y,no,yes,no,telephone,may,mon,nonexistent,0
35,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,management,single,university.degree,no,no,no,cellular,may,fri,nonexistent,0
41,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,technician,married,basic.6y,no,yes,no,telephone,may,tue,nonexistent,0
35,2,999,0,1.4,94.465,-41.8,4.865,5228.1,1,technician,single,high.school,no,yes,no,telephone,jun,mon,nonexistent,0
29,3,999,0,-1.1,94.199,-37.5,0.879,4963.6,1,admin.,married,high.school,no,yes,no,cellular,sep,thu,nonexistent,0
48,3,999,0,1.4,93.918,-42.7,4.96,5228.1,1,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,nonexistent,0
27,7,999,0,1.4,93.918,-42.7,4.957,5228.1,1,technician,single,basic.9y,unknown,no,no,cellular,jul,fri,nonexistent,0
33,5,999,0,-1.1,94.601,-49.5,1.032,4963.6,1,admin.,single,university.degree,no,yes,no,cellular,oct,mon,nonexistent,1
36,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1,services,married,high.school,unknown,yes,no,telephone,may,thu,nonexistent,0
31,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,management,married,university.degree,no,yes,yes,cellular,aug,mon,nonexistent,0
33,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1,technician,single,high.school,no,yes,no,cellular,aug,mon,nonexistent,0
36,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,1,technician,single,professional.course,no,no,no,cellular,may,wed,failure,0
36,2,999,0,1.4,94.465,-41.8,4.961,5228.1,1,services,married,high.school,unknown,no,no,telephone,jun,tue,nonexistent,0
34,2,999,1,-1.8,92.893,-46.2,1.291,5099.1,1,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,failure,0
34,3,999,0,1.4,94.465,-41.8,4.961,5228.1,1,services,married,high.school,no,no,yes,telephone,jun,tue,nonexistent,0
70,2,999,0,-3.4,92.379,-29.8,0.741,5017.5,1,retired,divorced,university.degree,no,no,no,cellular,sep,fri,nonexistent,0
55,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,unknown,married,unknown,unknown,yes,no,cellular,jul,wed,nonexistent,0
39,2,999,0,1.4,94.465,-41.8,4.865,5228.1,1,technician,married,professional.course,no,no,no,telephone,jun,mon,nonexistent,0
27,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1,services,single,university.degree,no,no,yes,cellular,jul,thu,nonexistent,0
31,1,999,0,-2.9,92.469,-33.6,1.044,5076.2,1,technician,married,university.degree,no,no,no,cellular,jul,tue,nonexistent,0
44,2,999,0,1.1,93.994,-36.4,4.855,5191.0,1,admin.,married,high.school,no,yes,no,telephone,may,fri,nonexistent,0
40,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,management,married,university.degree,no,no,no,cellular,nov,fri,nonexistent,0
34,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,technician,married,basic.9y,no,yes,no,cellular,may,mon,nonexistent,0
34,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1,technician,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,0
29,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,services,married,high.school,no,yes,yes,telephone,may,thu,nonexistent,0
37,3,999,0,1.4,93.444,-36.1,4.967,5228.1,1,admin.,married,university.degree,no,no,no,cellular,aug,wed,nonexistent,0
36,2,999,0,1.4,93.444,-36.1,4.966,5228.1,1,admin.,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,0
36,1,2,2,-1.8,93.075,-47.1,1.365,5099.1,0,technician,single,professional.course,no,yes,no,cellular,apr,thu,success,1
28,3,999,0,1.1,93.994,-36.4,4.856,5191.0,1,self-employed,single,basic.9y,no,no,no,telephone,may,tue,nonexistent,0
38,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1,management,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,0
59,4,999,1,-3.4,92.379,-29.8,0.797,5017.5,1,admin.,married,unknown,no,no,yes,cellular,sep,mon,failure,1
52,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,admin.,married,university.degree,no,yes,no,cellular,apr,mon,nonexistent,0
28,2,999,0,1.1,93.994,-36.4,4.858,5191.0,1,self-employed,single,basic.9y,no,no,no,telephone,may,mon,nonexistent,0
54,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,blue-collar,divorced,basic.4y,no,no,no,telephone,may,mon,nonexistent,0
41,2,999,0,1.4,94.465,-41.8,4.864,5228.1,1,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,wed,nonexistent,0
56,3,999,0,1.1,93.994,-36.4,4.86,5191.0,1,management,married,basic.6y,no,no,yes,telephone,may,thu,nonexistent,0
36,1,999,0,-3.4,92.431,-26.9,0.72,5017.5,1,self-employed,single,university.degree,no,no,no,cellular,oct,fri,nonexistent,1
52,3,999,0,1.4,94.465,-41.8,4.96,5228.1,1,technician,divorced,university.degree,no,no,no,telephone,jun,mon,nonexistent,0
24,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1,services,single,professional.course,no,yes,no,telephone,may,mon,nonexistent,0
38,2,999,0,-1.8,92.843,-50.0,1.757,5099.1,1,technician,married,professional.course,no,no,yes,cellular,mar,thu,nonexistent,1
33,6,999,0,1.1,93.994,-36.4,4.859,5191.0,1,technician,single,professional.course,no,yes,yes,telephone,may,wed,nonexistent,0
46,2,999,0,1.4,93.444,-36.1,4.968,5228.1,1,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,tue,nonexistent,0
33,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,nonexistent,0
39,1,999,1,-0.1,93.2,-42.0,4.153,5195.8,1,unemployed,married,basic.9y,unknown,no,yes,cellular,nov,tue,failure,0
35,3,999,0,1.4,94.465,-41.8,4.962,5228.1,1,technician,single,professional.course,no,no,no,telephone,jun,wed,nonexistent,0
51,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,housemaid,married,high.school,unknown,yes,yes,cellular,jul,fri,nonexistent,0
47,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,admin.,married,professional.course,no,no,no,cellular,jul,thu,nonexistent,0
30,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,services,married,professional.course,no,no,no,cellular,nov,wed,nonexistent,0
46,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,thu,nonexistent,0
39,2,999,0,1.4,94.465,-41.8,4.961,5228.1,1,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,0
41,7,999,0,1.1,93.994,-36.4,4.857,5191.0,1,management,married,university.degree,no,yes,no,telephone,may,wed,nonexistent,0
36,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,management,married,basic.9y,no,yes,yes,cellular,may,wed,nonexistent,0
44,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,1,services,married,high.school,no,yes,no,telephone,nov,wed,nonexistent,0
49,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,nonexistent,0
30,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,1,technician,single,professional.course,no,no,no,cellular,jun,thu,nonexistent,1
31,1,999,0,1.4,93.918,-42.7,4.96,5228.1,1,services,divorced,high.school,no,yes,no,cellular,jul,mon,nonexistent,0
44,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,services,married,high.school,unknown,unknown,unknown,cellular,jul,thu,nonexistent,0
41,24,999,0,1.4,93.918,-42.7,4.968,5228.1,1,housemaid,married,basic.4y,unknown,no,no,cellular,jul,thu,nonexistent,0
35,2,999,0,1.4,93.918,-42.7,4.961,5228.1,1,blue-collar,married,university.degree,no,unknown,unknown,cellular,jul,tue,nonexistent,0
28,2,999,0,1.4,93.918,-42.7,4.968,5228.1,1,admin.,single,university.degree,no,no,no,cellular,jul,thu,nonexistent,1
32,1,6,4,-1.1,94.199,-37.5,0.882,4963.6,0,admin.,married,high.school,no,unknown,unknown,cellular,sep,mon,success,1
45,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,nonexistent,0
37,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,services,married,basic.9y,no,yes,no,cellular,may,thu,nonexistent,0
41,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,entrepreneur,married,basic.9y,no,no,yes,cellular,may,mon,nonexistent,0
39,1,999,0,-1.8,93.075,-47.1,1.498,5099.1,1,admin.,married,high.school,no,yes,no,cellular,apr,wed,nonexistent,0
38,7,999,1,-1.8,92.893,-46.2,1.244,5099.1,1,technician,single,professional.course,no,yes,no,cellular,may,mon,failure,0
34,3,999,0,-1.7,94.027,-38.3,0.896,4991.6,1,technician,single,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,0
36,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,technician,single,professional.course,no,yes,no,cellular,nov,tue,nonexistent,0
29,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,nonexistent,0
49,2,999,0,1.4,94.465,-41.8,4.961,5228.1,1,management,married,university.degree,no,no,no,telephone,jun,thu,nonexistent,0
41,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,self-employed,married,basic.9y,unknown,yes,no,cellular,jul,fri,nonexistent,0
40,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,1,management,married,university.degree,no,yes,no,cellular,nov,fri,failure,0
35,1,999,0,1.4,93.444,-36.1,4.963,5228.1,1,technician,married,high.school,no,no,no,cellular,aug,fri,nonexistent,0
33,3,999,0,-2.9,92.201,-31.4,0.873,5076.2,1,admin.,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,0
39,8,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,admin.,married,high.school,no,yes,no,cellular,may,thu,nonexistent,0
57,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1,retired,single,basic.9y,unknown,unknown,unknown,cellular,jul,fri,nonexistent,0
50,5,999,0,1.4,93.918,-42.7,4.96,5228.1,1,technician,married,professional.course,no,no,no,cellular,jul,mon,nonexistent,1
49,2,999,0,1.4,94.465,-41.8,4.865,5228.1,1,unemployed,divorced,professional.course,no,no,no,telephone,jun,mon,nonexistent,0
45,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,1,technician,divorced,professional.course,no,yes,yes,cellular,nov,tue,nonexistent,0
58,6,999,0,1.4,94.465,-41.8,4.96,5228.1,1,unemployed,single,basic.4y,unknown,no,no,telephone,jun,mon,nonexistent,0
21,4,999,1,-1.8,93.075,-47.1,1.405,5099.1,1,student,single,high.school,no,no,no,cellular,apr,mon,failure,0
59,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1,housemaid,divorced,university.degree,no,yes,no,cellular,jul,tue,nonexistent,0
46,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,entrepreneur,married,basic.4y,no,no,no,cellular,nov,mon,nonexistent,0
31,2,999,0,1.4,93.444,-36.1,4.964,5228.1,1,technician,single,university.degree,unknown,yes,no,cellular,aug,fri,nonexistent,1
40,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,1,services,single,high.school,unknown,no,no,cellular,may,fri,failure,0
44,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,mon,nonexistent,0
24,1,999,1,-2.9,92.963,-40.8,1.266,5076.2,1,student,single,high.school,unknown,no,no,cellular,jun,mon,failure,0
42,3,999,0,1.1,93.994,-36.4,4.856,5191.0,1,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,nonexistent,0
41,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,nonexistent,0
28,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,1,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,nonexistent,0
45,2,999,0,1.1,93.994,-36.4,4.86,5191.0,1,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,nonexistent,0
33,2,999,0,1.4,94.465,-41.8,4.959,5228.1,1,blue-collar,divorced,basic.6y,unknown,no,no,telephone,jun,fri,nonexistent,0
30,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1,technician,single,professional.course,no,no,no,cellular,aug,tue,nonexistent,0
29,7,999,0,1.4,93.918,-42.7,4.961,5228.1,1,self-employed,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,0
47,3,999,0,1.4,93.444,-36.1,4.967,5228.1,1,entrepreneur,married,basic.6y,unknown,no,no,telephone,aug,wed,nonexistent,0
44,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,blue-collar,married,basic.6y,no,no,yes,cellular,nov,fri,nonexistent,0
55,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,mon,nonexistent,0
35,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,admin.,married,high.school,unknown,no,no,telephone,may,fri,nonexistent,0
